artist_name,danceability,energy,acousticness,valence
Pritam,0.8445,0.8635,0.1167,0.5862
Pritam,0.79,0.8279,0.1342,0.6354
A.R. Rahman,0.5128,0.6387,0.3718,0.6545
Jubin Nautiyal,0.421,0.3198,0.5393,0.329
AP Dhillon,0.6216,0.5215,0.0938,0.3447
Jubin Nautiyal,0.4214,0.3844,0.7119,0.508
Badshah,0.9167,0.8709,0.0568,0.8354
Shreya Ghoshal,0.521,0.4494,0.8381,0.6277
Nucleya,0.649,1.0,0.0023,0.4856
Shreya Ghoshal,0.5429,0.4631,0.8263,0.5514
A.R. Rahman,0.6258,0.5623,0.4525,0.7061
A.R. Rahman,0.5722,0.5734,0.4525,0.5577
Pritam,0.7511,0.8128,0.1089,0.5986
Shreya Ghoshal,0.4614,0.4818,0.7799,0.5217
Yo Yo Honey Singh,0.7409,0.8498,0.026,0.7275
A.R. Rahman,0.5321,0.5807,0.4551,0.6384
Yo Yo Honey Singh,0.7268,0.7666,0.02,0.6147
Shreya Ghoshal,0.6215,0.3382,0.8114,0.5037
AP Dhillon,0.5703,0.4873,0.0111,0.2625
Pritam,0.7638,0.8324,0.0791,0.6543
Yo Yo Honey Singh,0.8676,0.7767,0.0274,0.5629
Nucleya,0.6226,1.0,0.0159,0.3962
Badshah,0.7899,0.8056,0.0734,0.8283
Arijit Singh,0.353,0.3033,0.7337,0.2115
Nucleya,0.7589,0.9485,0.0197,0.5486
Shankar-Ehsaan-Loy,0.7088,0.7577,0.091,0.7772
Arijit Singh,0.4161,0.2823,0.6833,0.3143
Jubin Nautiyal,0.4697,0.3727,0.6331,0.4197
Shreya Ghoshal,0.597,0.4263,0.7461,0.4569
Badshah,0.8361,0.773,0.0578,0.8217
Nucleya,0.64,0.8303,0.0321,0.438
Yo Yo Honey Singh,0.797,0.7149,0.0238,0.7313
AP Dhillon,0.6603,0.6042,0.2336,0.2217
Jubin Nautiyal,0.427,0.3202,0.575,0.3974
Badshah,0.8028,0.8209,0.054,0.8021
Shankar-Ehsaan-Loy,0.6566,0.7703,0.1357,0.6803
Yo Yo Honey Singh,0.8956,0.8582,0.067,0.7215
Jubin Nautiyal,0.4512,0.3766,0.4807,0.2767
Yo Yo Honey Singh,0.8015,0.7551,0.0269,0.687
A.R. Rahman,0.3577,0.56,0.4179,0.7111
A.R. Rahman,0.4878,0.6764,0.5301,0.7178
A.R. Rahman,0.5815,0.4504,0.3671,0.5773
Shreya Ghoshal,0.5053,0.4318,0.7629,0.5279
Jubin Nautiyal,0.4093,0.3149,0.5528,0.4119
AP Dhillon,0.7599,0.5833,0.1306,0.3219
Pritam,0.7966,0.7163,0.1115,0.6341
Shankar-Ehsaan-Loy,0.6086,0.6824,0.0897,0.6423
Nucleya,0.7696,0.9136,0.0362,0.6164
Arijit Singh,0.356,0.3389,0.6426,0.1963
A.R. Rahman,0.6166,0.5707,0.3237,0.526
AP Dhillon,0.5806,0.4497,0.2225,0.25
Nucleya,0.6635,0.9017,0.0231,0.5374
Badshah,0.918,0.8274,0.0552,0.8933
AP Dhillon,0.6193,0.5277,0.1546,0.3014
Shreya Ghoshal,0.4919,0.4686,0.8476,0.4276
Nucleya,0.7264,0.9513,0.0334,0.5452
Arijit Singh,0.378,0.3909,0.722,0.2821
Pritam,0.7569,0.7921,0.0825,0.6559
Shankar-Ehsaan-Loy,0.5165,0.8007,0.0998,0.7625
Shankar-Ehsaan-Loy,0.7308,0.8187,0.0445,0.7335
Pritam,0.7852,0.8113,0.0428,0.4948
AP Dhillon,0.5115,0.5526,0.0167,0.252
A.R. Rahman,0.5185,0.7006,0.4172,0.6287
Yo Yo Honey Singh,0.7846,0.6948,0.0428,0.6068
Nucleya,0.6141,0.9055,0.0444,0.3537
Nucleya,0.755,0.8777,0.0408,0.5838
Shreya Ghoshal,0.4697,0.4151,0.8209,0.5159
Arijit Singh,0.3761,0.3705,0.7394,0.3379
Jubin Nautiyal,0.4439,0.2301,0.6441,0.4243
Shankar-Ehsaan-Loy,0.6236,0.7257,0.0725,0.5797
Arijit Singh,0.3575,0.3874,0.6453,0.27
Pritam,0.7824,0.7549,0.0665,0.6167
Yo Yo Honey Singh,0.809,0.7593,0.0105,0.8283
Nucleya,0.5975,0.9011,0.0594,0.558
Arijit Singh,0.4329,0.2445,0.6372,0.1373
Yo Yo Honey Singh,0.8265,0.7668,0.0408,0.7011
Shreya Ghoshal,0.4615,0.4459,0.848,0.6028
Nucleya,0.7586,0.9668,0.0174,0.6031
AP Dhillon,0.5951,0.4178,0.1101,0.3948
A.R. Rahman,0.4191,0.5689,0.4752,0.6359
A.R. Rahman,0.5338,0.7163,0.3529,0.6554
Shankar-Ehsaan-Loy,0.606,0.682,0.114,0.6209
Nucleya,0.7226,0.9144,0.0237,0.548
AP Dhillon,0.6904,0.4122,0.1292,0.3157
Shankar-Ehsaan-Loy,0.6291,0.7646,0.0976,0.7589
Arijit Singh,0.394,0.3126,0.7054,0.2455
Pritam,0.7796,0.8027,0.0325,0.6035
Pritam,0.8078,0.8962,0.0795,0.6354
Pritam,0.7344,0.7399,0.0696,0.654
Badshah,0.8159,0.8728,0.0637,0.799
Shreya Ghoshal,0.6244,0.3648,0.6482,0.53
Shankar-Ehsaan-Loy,0.5785,0.6852,0.0191,0.6729
Shreya Ghoshal,0.3188,0.431,0.908,0.6367
Pritam,0.7407,0.8017,0.0872,0.6877
Nucleya,0.5732,0.9801,0.0378,0.4613
Nucleya,0.6775,1.0,0.0309,0.4696
Badshah,0.8243,0.8245,0.0565,0.675
Nucleya,0.8067,0.8856,0.0268,0.4706
Badshah,0.8613,0.8507,0.0377,0.8798
Jubin Nautiyal,0.4075,0.2688,0.5824,0.3461
AP Dhillon,0.621,0.3997,0.0938,0.2846
Shreya Ghoshal,0.5068,0.3337,0.8552,0.5032
Pritam,0.7712,0.7201,0.1125,0.6147
Yo Yo Honey Singh,0.7748,0.7696,0.0047,0.8245
Jubin Nautiyal,0.5239,0.3023,0.6198,0.514
Jubin Nautiyal,0.4496,0.3323,0.4848,0.4522
Nucleya,0.6921,0.8577,0.0304,0.3862
A.R. Rahman,0.5707,0.4787,0.5782,0.5066
Nucleya,0.6626,0.9378,0.0382,0.5482
Pritam,0.8258,0.7905,0.0752,0.7751
Yo Yo Honey Singh,0.6389,0.8198,0.0407,0.6191
Arijit Singh,0.4039,0.37,0.7926,0.2443
Badshah,0.8605,0.7921,0.0547,0.8885
Nucleya,0.7378,0.9666,0.0294,0.4823
AP Dhillon,0.6939,0.6017,0.0742,0.1914
AP Dhillon,0.6699,0.4613,0.1701,0.2152
AP Dhillon,0.5721,0.614,0.1058,0.3613
Shreya Ghoshal,0.5631,0.3601,0.777,0.5675
Shreya Ghoshal,0.388,0.4805,0.7589,0.6053
Pritam,0.7894,0.7697,0.0825,0.549
Pritam,0.7299,0.7483,0.0545,0.5621
Pritam,0.6935,0.6711,0.059,0.6113
Shankar-Ehsaan-Loy,0.6982,0.847,0.0443,0.6776
Badshah,0.8682,0.7751,0.0978,0.8118
Jubin Nautiyal,0.4313,0.3308,0.5033,0.2992
Yo Yo Honey Singh,0.7358,0.8738,0.0498,0.7063
Shankar-Ehsaan-Loy,0.6766,0.7505,0.0372,0.7749
Shreya Ghoshal,0.4102,0.381,0.795,0.4485
AP Dhillon,0.558,0.3379,0.1629,0.192
Badshah,0.8888,0.8182,0.1185,0.7703
Yo Yo Honey Singh,0.8196,0.8291,0.0397,0.7894
Badshah,0.8132,0.8112,0.1156,0.7681
Shankar-Ehsaan-Loy,0.6608,0.7788,0.0893,0.5515
Pritam,0.8432,0.7953,0.0976,0.699
AP Dhillon,0.647,0.4308,0.0777,0.3375
AP Dhillon,0.5709,0.4801,0.1797,0.3126
Yo Yo Honey Singh,0.8524,0.7959,0.0749,0.7716
Pritam,0.826,0.7363,0.0988,0.5804
A.R. Rahman,0.5658,0.6554,0.3585,0.7362
A.R. Rahman,0.5408,0.6661,0.4251,0.4715
Nucleya,0.6557,0.9653,0.046,0.5516
Badshah,0.9156,0.7862,0.0399,0.8034
Badshah,0.8093,0.8333,0.0614,0.7327
Shankar-Ehsaan-Loy,0.6723,0.796,0.0354,0.701
Shreya Ghoshal,0.5394,0.4317,0.7989,0.5228
Pritam,0.7279,0.813,0.1108,0.642
Jubin Nautiyal,0.4088,0.4257,0.5667,0.4152
Nucleya,0.6651,0.9326,0.0268,0.5251
Jubin Nautiyal,0.483,0.3008,0.5683,0.4198
Shankar-Ehsaan-Loy,0.5786,0.7634,0.1221,0.7276
Jubin Nautiyal,0.5323,0.2765,0.4732,0.3516
Shreya Ghoshal,0.4426,0.4483,0.889,0.5749
Nucleya,0.6547,0.9449,0.0395,0.4755
Nucleya,0.565,0.8612,0.0334,0.441
Jubin Nautiyal,0.3898,0.2916,0.5776,0.4164
Pritam,0.7417,0.6964,0.1411,0.6328
Badshah,0.8513,0.8024,0.0867,0.8664
Arijit Singh,0.3823,0.3109,0.8701,0.3244
A.R. Rahman,0.6145,0.6386,0.4936,0.6485
Nucleya,0.7756,0.9786,0.0211,0.5056
Nucleya,0.6336,0.9177,0.0149,0.5505
Nucleya,0.6712,0.8937,0.0387,0.5063
Jubin Nautiyal,0.452,0.4601,0.6196,0.2767
Shreya Ghoshal,0.5036,0.4366,0.8816,0.4584
Shankar-Ehsaan-Loy,0.7489,0.733,0.0774,0.647
Shankar-Ehsaan-Loy,0.658,0.6543,0.1168,0.6395
Yo Yo Honey Singh,0.8846,0.8072,0.0,0.7404
Pritam,0.7562,0.6958,0.0857,0.5975
Shankar-Ehsaan-Loy,0.5945,0.7348,0.0862,0.7142
Shankar-Ehsaan-Loy,0.6117,0.8146,0.0132,0.5964
Badshah,0.8743,0.8426,0.0781,0.8236
Arijit Singh,0.3042,0.432,0.8351,0.2626
Pritam,0.7956,0.9356,0.1042,0.5406
Nucleya,0.6407,0.8996,0.0308,0.5257
Shreya Ghoshal,0.4728,0.5071,0.8196,0.571
Shreya Ghoshal,0.4605,0.4018,0.7192,0.4927
Arijit Singh,0.3297,0.2771,0.8011,0.3354
AP Dhillon,0.6084,0.449,0.1387,0.2719
Shankar-Ehsaan-Loy,0.5677,0.7413,0.0822,0.6879
Jubin Nautiyal,0.5011,0.3591,0.5641,0.3328
Shankar-Ehsaan-Loy,0.6454,0.6366,0.0818,0.6072
Yo Yo Honey Singh,0.7868,0.8183,0.0012,0.5769
Arijit Singh,0.3387,0.3307,0.7489,0.2405
Yo Yo Honey Singh,0.8731,0.7855,0.0615,0.8057
Jubin Nautiyal,0.3867,0.3147,0.5373,0.3869
Arijit Singh,0.3528,0.3567,0.6394,0.3063
A.R. Rahman,0.5685,0.7018,0.5186,0.6231
Badshah,0.8409,0.7878,0.0421,0.7379
AP Dhillon,0.6304,0.3539,0.128,0.4049
AP Dhillon,0.6598,0.4625,0.1456,0.3855
Shreya Ghoshal,0.3918,0.325,0.816,0.5856
Shreya Ghoshal,0.4967,0.4371,0.8313,0.5952
Badshah,0.9101,0.8465,0.0729,0.8241
Jubin Nautiyal,0.5197,0.2877,0.5106,0.2493
AP Dhillon,0.6454,0.4832,0.1204,0.2272
Nucleya,0.5617,0.9315,0.0156,0.5356
Pritam,0.7413,0.755,0.0749,0.7146
Shankar-Ehsaan-Loy,0.6487,0.8216,0.1409,0.7443
A.R. Rahman,0.5305,0.6676,0.4561,0.4876
Yo Yo Honey Singh,0.7816,0.8144,0.0167,0.6985
Yo Yo Honey Singh,0.7568,0.7937,0.0218,0.7617
Yo Yo Honey Singh,0.7619,0.7847,0.0429,0.6778
Badshah,0.8647,0.7886,0.0776,0.7483
Badshah,0.8291,0.8052,0.0745,0.8424
Badshah,0.8472,0.7688,0.0412,0.8438
Yo Yo Honey Singh,0.7355,0.8029,0.0583,0.7453
Jubin Nautiyal,0.4943,0.3537,0.5782,0.4572
Shreya Ghoshal,0.5074,0.4531,0.8026,0.6687
A.R. Rahman,0.6229,0.6467,0.4496,0.6464
Shankar-Ehsaan-Loy,0.6036,0.7164,0.0186,0.6833
Pritam,0.8097,0.8487,0.0544,0.6333
Yo Yo Honey Singh,0.814,0.6663,0.005,0.7094
Arijit Singh,0.2759,0.4518,0.7348,0.2732
Pritam,0.7297,0.8255,0.1272,0.632
A.R. Rahman,0.5837,0.6295,0.4915,0.4458
Arijit Singh,0.3564,0.3639,0.6186,0.1815
Nucleya,0.6853,0.9024,0.0247,0.4139
Nucleya,0.6765,0.9651,0.0311,0.4365
Shreya Ghoshal,0.4941,0.4211,0.8425,0.5663
Nucleya,0.6934,0.8421,0.0188,0.6231
Arijit Singh,0.3414,0.3358,0.686,0.2857
Badshah,0.8514,0.8735,0.0536,0.7407
A.R. Rahman,0.529,0.596,0.6697,0.511
A.R. Rahman,0.5254,0.7251,0.3945,0.7226
Jubin Nautiyal,0.4741,0.4223,0.6209,0.3748
Arijit Singh,0.3307,0.3802,0.6829,0.2245
AP Dhillon,0.5592,0.5121,0.1536,0.357
Pritam,0.8014,0.7879,0.0418,0.6148
AP Dhillon,0.5053,0.4776,0.2022,0.2752
Arijit Singh,0.3963,0.2749,0.7847,0.2671
A.R. Rahman,0.5402,0.6592,0.3073,0.7055
Shreya Ghoshal,0.4778,0.4286,0.6934,0.5786
Badshah,0.8347,0.8421,0.0449,0.838
Arijit Singh,0.3782,0.4439,0.5366,0.3375
Shreya Ghoshal,0.5523,0.3392,0.8076,0.6857
Pritam,0.7052,0.7766,0.0929,0.6518
Jubin Nautiyal,0.4251,0.3988,0.5695,0.4088
Badshah,0.8423,0.8285,0.0577,0.8242
Shreya Ghoshal,0.3696,0.4708,0.7679,0.5437
Badshah,0.8945,0.7722,0.0764,0.8609
Pritam,0.7,0.8149,0.0677,0.6548
A.R. Rahman,0.5745,0.4748,0.4676,0.5789
Arijit Singh,0.4093,0.4814,0.6507,0.2404
AP Dhillon,0.6493,0.4992,0.0793,0.3076
A.R. Rahman,0.523,0.6306,0.4713,0.4296
AP Dhillon,0.6604,0.6013,0.1484,0.1765
Jubin Nautiyal,0.3984,0.3536,0.5413,0.4443
AP Dhillon,0.6683,0.5741,0.1384,0.2604
Jubin Nautiyal,0.4668,0.2851,0.582,0.3994
Shreya Ghoshal,0.5064,0.4551,0.9186,0.4405
Shankar-Ehsaan-Loy,0.6888,0.8398,0.0802,0.6452
A.R. Rahman,0.5629,0.8154,0.488,0.5197
Badshah,0.8104,0.8643,0.082,0.8558
Shankar-Ehsaan-Loy,0.5702,0.8269,0.0734,0.7305
Jubin Nautiyal,0.4998,0.3221,0.5781,0.3347
A.R. Rahman,0.556,0.4225,0.4416,0.5319
Arijit Singh,0.4215,0.2986,0.725,0.2466
Pritam,0.6901,0.8401,0.0854,0.6586
Jubin Nautiyal,0.4731,0.3887,0.5927,0.3092
Arijit Singh,0.3838,0.3094,0.7883,0.2697
Arijit Singh,0.3907,0.2753,0.7321,0.307
Shreya Ghoshal,0.4815,0.4668,0.8786,0.6477
Arijit Singh,0.3405,0.3783,0.8517,0.3742
A.R. Rahman,0.4134,0.6115,0.3146,0.6608
Pritam,0.7502,0.833,0.0785,0.6352
Pritam,0.7854,0.7771,0.0381,0.5504
Badshah,0.8959,0.8415,0.0732,0.9083
Pritam,0.8314,0.759,0.1027,0.466
Yo Yo Honey Singh,0.7826,0.7963,0.0326,0.7684
Shreya Ghoshal,0.4595,0.4113,0.7525,0.5284
Yo Yo Honey Singh,0.7865,0.7986,0.0791,0.7612
Arijit Singh,0.3857,0.359,0.6945,0.276
Shankar-Ehsaan-Loy,0.635,0.7462,0.1158,0.6984
Yo Yo Honey Singh,0.9024,0.7187,0.0289,0.722
AP Dhillon,0.5467,0.388,0.0591,0.2612
Pritam,0.8196,0.7391,0.1128,0.5616
Yo Yo Honey Singh,0.8519,0.7545,0.0351,0.7377
Shreya Ghoshal,0.5025,0.3599,0.8444,0.5141
Jubin Nautiyal,0.4771,0.345,0.6711,0.5093
Pritam,0.7354,0.8464,0.0508,0.6285
Nucleya,0.6762,0.9021,0.0366,0.4684
Shankar-Ehsaan-Loy,0.6746,0.6846,0.0606,0.6121
Nucleya,0.7151,0.9093,0.0317,0.5848
Badshah,0.8643,0.8272,0.0725,0.816
A.R. Rahman,0.6671,0.7072,0.356,0.6664
Pritam,0.7945,0.7458,0.0718,0.599
Jubin Nautiyal,0.482,0.2974,0.5488,0.2677
Pritam,0.7435,0.8637,0.0718,0.4459
Shankar-Ehsaan-Loy,0.5927,0.8058,0.0947,0.6433
Badshah,0.8572,0.7391,0.057,0.873
Jubin Nautiyal,0.4517,0.2522,0.6032,0.4583
Shreya Ghoshal,0.4937,0.4099,0.8042,0.6313
Nucleya,0.6347,0.9159,0.0445,0.4471
Pritam,0.7197,0.7894,0.0603,0.5818
Jubin Nautiyal,0.4356,0.459,0.5237,0.5147
Shreya Ghoshal,0.5308,0.4044,0.8443,0.5931
A.R. Rahman,0.6767,0.5826,0.3922,0.5478
Jubin Nautiyal,0.4761,0.3114,0.7009,0.372
Shreya Ghoshal,0.5408,0.4916,0.6933,0.5724
AP Dhillon,0.6248,0.5384,0.1675,0.2458
Arijit Singh,0.3885,0.339,0.7213,0.3043
Pritam,0.776,0.7097,0.0667,0.6078
A.R. Rahman,0.5115,0.6688,0.429,0.5964
AP Dhillon,0.6829,0.5505,0.0742,0.3449
Shankar-Ehsaan-Loy,0.7218,0.7978,0.1006,0.6118
AP Dhillon,0.6693,0.5568,0.0703,0.2794
Badshah,0.8374,0.7802,0.0851,0.7951
Nucleya,0.6344,0.9465,0.0406,0.4556
AP Dhillon,0.7065,0.4894,0.1467,0.3088
Shankar-Ehsaan-Loy,0.571,0.7375,0.1483,0.5731
Jubin Nautiyal,0.3905,0.377,0.5112,0.3843
AP Dhillon,0.6077,0.449,0.136,0.3658
Shreya Ghoshal,0.5096,0.3583,0.8759,0.4894
Pritam,0.7087,0.7831,0.0832,0.5245
Shankar-Ehsaan-Loy,0.6946,0.7423,0.1563,0.6461
Jubin Nautiyal,0.4444,0.4039,0.5001,0.3864
A.R. Rahman,0.7097,0.5506,0.3372,0.4496
Shankar-Ehsaan-Loy,0.6925,0.8026,0.0733,0.6757
Arijit Singh,0.483,0.4553,0.7026,0.348
Arijit Singh,0.3475,0.3208,0.6785,0.2195
Nucleya,0.6243,0.8998,0.0293,0.6511
AP Dhillon,0.6557,0.5054,0.0903,0.2384
Jubin Nautiyal,0.4669,0.3836,0.5545,0.3413
Yo Yo Honey Singh,0.7396,0.8405,0.023,0.691
A.R. Rahman,0.498,0.5612,0.5585,0.7348
AP Dhillon,0.6437,0.3699,0.1502,0.2709
Yo Yo Honey Singh,0.8284,0.8543,0.0467,0.5704
Jubin Nautiyal,0.5175,0.2801,0.6489,0.385
Badshah,0.8735,0.8163,0.0795,0.82
Arijit Singh,0.3945,0.4745,0.781,0.2572
Nucleya,0.7598,0.9152,0.0166,0.4611
Pritam,0.6784,0.7348,0.0258,0.5808
Yo Yo Honey Singh,0.7858,0.6987,0.0432,0.722
Badshah,0.8228,0.7946,0.0531,0.7907
Shankar-Ehsaan-Loy,0.6551,0.5598,0.1084,0.6458
Pritam,0.7428,0.7613,0.0506,0.463
Nucleya,0.799,0.9205,0.0339,0.6087
A.R. Rahman,0.5652,0.5122,0.4129,0.533
Yo Yo Honey Singh,0.7916,0.8302,0.0675,0.7416
AP Dhillon,0.6435,0.5633,0.1051,0.3418
AP Dhillon,0.6644,0.4107,0.0556,0.2705
Arijit Singh,0.4169,0.3603,0.7119,0.2589
Yo Yo Honey Singh,0.8436,0.8162,0.0565,0.7102
Badshah,0.8291,0.9159,0.0617,0.7682
Jubin Nautiyal,0.4368,0.3464,0.6025,0.4295
AP Dhillon,0.6307,0.7008,0.0366,0.3241
Pritam,0.7505,0.7051,0.1209,0.5787
Jubin Nautiyal,0.4911,0.452,0.6769,0.4395
A.R. Rahman,0.4436,0.3734,0.4239,0.6441
A.R. Rahman,0.474,0.534,0.6959,0.6996
AP Dhillon,0.5831,0.4468,0.0314,0.283
AP Dhillon,0.6717,0.4201,0.1144,0.1937
Arijit Singh,0.405,0.2913,0.727,0.3326
Shankar-Ehsaan-Loy,0.6004,0.6633,0.1267,0.7205
Jubin Nautiyal,0.4397,0.3719,0.5857,0.3931
Shankar-Ehsaan-Loy,0.6784,0.7005,0.1111,0.7637
AP Dhillon,0.7171,0.6265,0.0359,0.1783
AP Dhillon,0.7078,0.4225,0.1017,0.2394
Nucleya,0.6254,0.9504,0.0238,0.3922
AP Dhillon,0.7317,0.6328,0.1278,0.3216
AP Dhillon,0.6662,0.4405,0.2443,0.2685
A.R. Rahman,0.6112,0.548,0.3637,0.5166
Jubin Nautiyal,0.4501,0.2542,0.6883,0.5257
Yo Yo Honey Singh,0.7782,0.7579,0.0304,0.7173
Pritam,0.8014,0.8336,0.0178,0.5985
Arijit Singh,0.3721,0.3244,0.6492,0.1642
Shankar-Ehsaan-Loy,0.6233,0.7803,0.0375,0.5974
AP Dhillon,0.761,0.5399,0.091,0.2072
AP Dhillon,0.5875,0.6367,0.0937,0.2624
A.R. Rahman,0.6183,0.6735,0.3603,0.6044
Shreya Ghoshal,0.5159,0.385,0.6537,0.5406
Badshah,0.8943,0.8559,0.0679,0.7987
Yo Yo Honey Singh,0.7989,0.7971,0.0518,0.7777
Shreya Ghoshal,0.5534,0.4821,0.6892,0.4849
Arijit Singh,0.3889,0.2699,0.7466,0.3227
Yo Yo Honey Singh,0.8296,0.805,0.0322,0.751
AP Dhillon,0.6887,0.3526,0.1777,0.347
Shreya Ghoshal,0.5015,0.5047,0.7952,0.5817
Arijit Singh,0.342,0.359,0.7439,0.4113
Shankar-Ehsaan-Loy,0.6082,0.7481,0.1007,0.7131
Badshah,0.87,0.856,0.1098,0.8062
Arijit Singh,0.4597,0.3193,0.6507,0.2712
Shreya Ghoshal,0.573,0.5113,0.8599,0.5198
Nucleya,0.6038,0.9662,0.0537,0.4698
Shreya Ghoshal,0.4284,0.4286,0.904,0.7062
Nucleya,0.6543,0.9196,0.0187,0.5823
A.R. Rahman,0.5682,0.5569,0.3793,0.443
Badshah,0.7908,0.8934,0.1099,0.8223
Nucleya,0.6597,0.8949,0.0423,0.5369
Pritam,0.8115,0.7632,0.0546,0.6648
Shreya Ghoshal,0.5192,0.5004,0.6875,0.5581
Shreya Ghoshal,0.5529,0.3929,0.7718,0.5686
Arijit Singh,0.3528,0.3739,0.7174,0.3572
Jubin Nautiyal,0.4389,0.2926,0.4103,0.4619
Shreya Ghoshal,0.5138,0.4499,0.84,0.5795
Badshah,0.9269,0.8039,0.0701,0.8157
Yo Yo Honey Singh,0.8375,0.7701,0.0101,0.7193
Pritam,0.7973,0.7963,0.1483,0.5403
Yo Yo Honey Singh,0.7696,0.7496,0.0451,0.6124
Shankar-Ehsaan-Loy,0.6532,0.7633,0.1494,0.6078
AP Dhillon,0.5783,0.5021,0.0124,0.3114
Nucleya,0.6305,0.8776,0.0228,0.5897
AP Dhillon,0.705,0.4067,0.1025,0.1959
Pritam,0.7684,0.8381,0.0638,0.6626
A.R. Rahman,0.4736,0.6712,0.4737,0.6443
Arijit Singh,0.2865,0.3289,0.7213,0.3974
Badshah,0.8672,0.8291,0.0433,0.8749
Badshah,0.878,0.8295,0.0711,0.7248
AP Dhillon,0.6953,0.4737,0.1209,0.168
Shreya Ghoshal,0.4293,0.4913,0.7721,0.5641
A.R. Rahman,0.7199,0.6346,0.3498,0.5548
Badshah,0.9286,0.8361,0.0666,0.8676
A.R. Rahman,0.5999,0.4493,0.4302,0.635
Badshah,0.9015,0.8437,0.0498,0.6923
A.R. Rahman,0.5553,0.6594,0.4986,0.501
Jubin Nautiyal,0.3554,0.3251,0.5108,0.3227
AP Dhillon,0.7031,0.574,0.1636,0.2279
Pritam,0.7905,0.7022,0.086,0.6071
Nucleya,0.6575,0.918,0.0324,0.2049
Arijit Singh,0.4229,0.3404,0.7187,0.2098
Arijit Singh,0.4282,0.3748,0.7775,0.4128
Nucleya,0.5754,0.9263,0.0328,0.6192
Nucleya,0.6558,0.9201,0.0312,0.3663
Arijit Singh,0.3418,0.2417,0.6061,0.2834
Shankar-Ehsaan-Loy,0.578,0.7856,0.0,0.6359
Shankar-Ehsaan-Loy,0.7258,0.7755,0.0382,0.6422
Shankar-Ehsaan-Loy,0.5177,0.8725,0.1118,0.6256
Nucleya,0.7269,0.8835,0.0298,0.4802
Pritam,0.8886,0.6675,0.0983,0.561
Badshah,0.8201,0.8608,0.0773,0.8286
Arijit Singh,0.3807,0.3486,0.7339,0.2699
A.R. Rahman,0.4041,0.738,0.437,0.623
Jubin Nautiyal,0.315,0.4445,0.4827,0.2848
Pritam,0.7894,0.811,0.0227,0.6065
Badshah,0.8058,0.8694,0.0185,0.8082
Nucleya,0.7198,0.8871,0.0196,0.5654
Yo Yo Honey Singh,0.7989,0.8354,0.0695,0.7084
Pritam,0.7978,0.7689,0.0395,0.7238
A.R. Rahman,0.5289,0.5032,0.4911,0.6201
AP Dhillon,0.6347,0.351,0.1429,0.1814
Jubin Nautiyal,0.5407,0.3368,0.5544,0.4129
Nucleya,0.7424,0.8792,0.0277,0.4248
Shreya Ghoshal,0.4721,0.4477,0.847,0.5324
AP Dhillon,0.6215,0.5237,0.1715,0.3111
AP Dhillon,0.7269,0.4775,0.1863,0.1515
Nucleya,0.6762,0.9393,0.0408,0.4733
Badshah,0.8744,0.8036,0.0854,0.771
Badshah,0.9156,0.9115,0.0551,0.7049
Pritam,0.6932,0.8162,0.1187,0.7812
Nucleya,0.7079,0.9444,0.0357,0.5318
Arijit Singh,0.2564,0.3022,0.7604,0.2658
Shreya Ghoshal,0.5572,0.4372,0.7633,0.5753
Jubin Nautiyal,0.4789,0.3024,0.5227,0.3998
Pritam,0.7356,0.8594,0.0427,0.5212
Jubin Nautiyal,0.4293,0.4045,0.5904,0.3764
Shankar-Ehsaan-Loy,0.6914,0.6768,0.0193,0.4817
Yo Yo Honey Singh,0.8383,0.7793,0.0492,0.6287
Badshah,0.8664,0.8945,0.0553,0.814
AP Dhillon,0.6699,0.6359,0.0761,0.2235
Shankar-Ehsaan-Loy,0.5906,0.67,0.0379,0.7263
Shankar-Ehsaan-Loy,0.7902,0.6646,0.0259,0.7349
Nucleya,0.5724,0.9416,0.0267,0.4063
Nucleya,0.6453,0.8841,0.0255,0.5187
Nucleya,0.6422,0.943,0.0289,0.4853
AP Dhillon,0.6002,0.4872,0.0705,0.2475
Nucleya,0.6372,0.9671,0.027,0.4011
Shankar-Ehsaan-Loy,0.6025,0.6688,0.0367,0.7089
Jubin Nautiyal,0.5095,0.3579,0.5807,0.3082
Pritam,0.7696,0.8996,0.017,0.6478
Jubin Nautiyal,0.3854,0.3142,0.6649,0.4099
Yo Yo Honey Singh,0.8173,0.8246,0.0813,0.7295
Pritam,0.7654,0.7627,0.1006,0.5571
Yo Yo Honey Singh,0.7966,0.7463,0.0244,0.7712
Arijit Singh,0.2475,0.4155,0.8072,0.1349
Arijit Singh,0.3972,0.2442,0.7427,0.253
Nucleya,0.6343,0.908,0.0458,0.4962
Arijit Singh,0.3189,0.3928,0.7032,0.2538
A.R. Rahman,0.5075,0.6169,0.556,0.5606
Shankar-Ehsaan-Loy,0.6615,0.6574,0.1066,0.8337
Jubin Nautiyal,0.5242,0.3071,0.6555,0.3973
Pritam,0.6616,0.7789,0.0888,0.6175
Badshah,0.833,0.8783,0.0057,0.8125
AP Dhillon,0.6769,0.4446,0.081,0.3257
A.R. Rahman,0.603,0.649,0.3787,0.5805
Jubin Nautiyal,0.46,0.3624,0.5462,0.5102
AP Dhillon,0.6132,0.4325,0.1453,0.199
AP Dhillon,0.6027,0.4847,0.1154,0.2443
Yo Yo Honey Singh,0.8225,0.7948,0.0755,0.6312
Arijit Singh,0.4384,0.3653,0.7436,0.2512
